,id_1,id_2,cost_1,cost_2,action_1,action_2,prediction_1,prediction_2,payoff_1,payoff_2,correct_prediction_1,correct_prediction_2
r_1884_0,21,8,190,50,2,1,1,2,50,200,2,1
r_1884_1,0,14,190,50,2,1,2,2,50,200,1,1
r_1884_2,9,1,170,90,2,1,1,2,50,160,2,1
r_1884_3,5,16,170,170,2,2,2,2,200,200,2,2
r_1884_4,6,12,30,190,2,2,2,1,200,200,2,1
r_1884_5,11,3,50,70,1,2,2,2,200,50,2,2
r_1884_6,4,19,50,130,2,2,1,1,200,200,1,1
r_1884_7,18,20,50,150,1,2,2,1,200,50,2,1
r_1884_8,2,15,50,130,1,2,2,1,200,50,2,1
r_1884_9,7,10,70,190,2,2,2,1,200,200,2,1
r_1884_10,13,17,50,70,1,1,1,1,150,130,2,2
r_1885_0,10,0,190,30,2,2,2,2,200,200,2,2
r_1885_1,4,19,10,150,1,2,2,1,240,50,2,1
r_1885_2,5,15,90,150,2,2,2,2,200,200,2,2
r_1885_3,11,16,50,10,1,1,1,1,150,190,2,2
r_1885_4,17,13,170,190,2,2,2,2,200,200,2,2
r_1885_5,9,18,130,190,2,2,2,2,200,200,2,2
r_1885_6,7,3,90,170,2,2,2,2,200,200,2,2
r_1885_7,6,20,130,170,2,2,2,2,200,200,2,2
r_1885_8,14,1,30,170,1,2,2,2,220,50,2,2
r_1885_9,8,21,50,130,1,2,2,1,200,50,2,1
r_1885_10,12,2,150,110,2,2,2,2,200,200,2,2
r_1886_0,21,3,10,30,1,1,1,1,190,170,2,2
r_1886_1,11,20,30,70,1,1,2,1,170,130,1,2
r_1886_2,10,4,170,110,2,2,2,2,200,200,2,2
r_1886_3,15,13,10,170,1,2,2,1,240,50,2,1
r_1886_4,19,16,190,130,2,1,2,2,50,120,1,1
r_1886_5,12,17,90,30,2,1,1,2,50,220,2,1
r_1886_6,0,8,10,50,1,1,2,1,190,150,1,2
r_1886_7,14,6,110,190,2,2,2,2,200,200,2,2
r_1886_8,1,7,90,110,1,2,1,2,160,50,1,2
r_1886_9,18,2,110,130,2,2,2,2,200,200,2,2
r_1886_10,9,5,170,170,2,2,2,2,200,200,2,2
r_1887_0,16,19,50,110,1,2,1,1,200,50,1,1
r_1887_1,3,7,90,130,2,2,2,2,200,200,2,2
r_1887_2,13,18,150,90,2,1,2,2,50,160,1,1
r_1887_3,14,11,70,50,2,1,1,2,50,200,2,1
r_1887_4,5,4,110,50,2,2,2,2,200,200,2,2
r_1887_5,15,20,130,10,2,1,1,2,50,240,2,1
r_1887_6,9,17,150,10,2,1,1,2,50,240,2,1
r_1887_7,8,10,150,10,2,1,1,2,50,240,2,1
r_1887_8,12,0,170,110,2,2,2,2,200,200,2,2
r_1887_9,21,6,90,90,1,2,1,2,160,50,1,2
r_1887_10,2,1,170,190,2,2,2,2,200,200,2,2
r_1888_0,19,9,30,170,1,2,2,1,220,50,2,1
r_1888_1,2,5,170,10,2,1,1,2,50,240,2,1
r_1888_2,16,0,110,30,1,2,1,2,140,50,1,2
r_1888_3,3,17,30,70,1,1,2,1,170,130,1,2
r_1888_4,15,13,110,90,2,1,2,2,50,160,1,1
r_1888_5,8,18,10,10,1,1,1,1,190,190,2,2
r_1888_6,14,20,50,190,1,2,2,1,200,50,2,1
r_1888_7,4,11,10,150,1,2,2,1,240,50,2,1
r_1888_8,7,10,110,90,2,1,2,2,50,160,1,1
r_1888_9,12,21,110,190,2,2,2,2,200,200,2,2
r_1888_10,6,1,90,70,2,2,2,1,200,200,2,1
r_1889_0,9,16,130,190,2,2,2,1,200,200,2,1
r_1889_1,6,5,10,50,2,2,1,1,200,200,1,1
r_1889_2,2,15,150,190,2,2,2,2,200,200,2,2
r_1889_3,12,1,30,110,1,1,2,2,170,90,1,1
r_1889_4,21,8,70,110,1,2,2,1,180,50,2,1
r_1889_5,18,10,150,130,2,2,2,2,200,200,2,2
r_1889_6,4,14,150,70,2,2,2,2,200,200,2,2
r_1889_7,3,7,130,50,2,2,2,2,200,200,2,2
r_1889_8,17,0,30,150,1,2,2,2,220,50,2,2
r_1889_9,20,13,110,150,1,2,2,2,140,50,2,2
r_1889_10,11,19,130,110,2,2,2,2,200,200,2,2
r_1890_0,17,12,170,170,2,2,2,2,200,200,2,2
r_1890_1,10,9,190,150,2,2,2,2,200,200,2,2
r_1890_2,15,14,30,150,1,2,2,1,220,50,2,1
r_1890_3,20,0,170,130,2,2,2,2,200,200,2,2
r_1890_4,1,2,30,70,1,1,2,1,170,130,1,2
r_1890_5,16,18,50,130,1,2,1,1,200,50,1,1
r_1890_6,19,4,30,170,1,2,2,2,220,50,2,2
r_1890_7,8,3,130,190,2,2,2,2,200,200,2,2
r_1890_8,11,6,190,30,2,2,1,2,200,200,1,2
r_1890_9,21,7,130,90,2,2,1,2,200,200,1,2
r_1890_10,5,13,10,130,1,2,2,1,240,50,2,1
r_1891_0,2,18,110,70,2,1,2,2,50,180,1,1
r_1891_1,20,14,50,70,1,2,1,1,200,50,1,1
r_1891_2,9,6,30,30,1,2,1,1,220,50,1,1
r_1891_3,12,7,190,130,2,2,2,2,200,200,2,2
r_1891_4,15,5,90,50,2,2,1,2,200,200,1,2
r_1891_5,0,21,50,130,2,2,2,1,200,200,2,1
r_1891_6,16,3,130,110,1,2,1,2,120,50,1,2
r_1891_7,4,10,130,10,1,1,1,2,70,190,2,1
r_1891_8,8,1,150,30,2,1,1,2,50,220,2,1
r_1891_9,19,13,190,150,2,2,2,2,200,200,2,2
r_1891_10,11,17,10,110,1,2,2,1,240,50,2,1
r_1892_0,13,2,70,130,1,2,2,2,180,50,2,2
r_1892_1,18,20,170,110,2,1,2,2,50,140,1,1
r_1892_2,8,16,90,10,1,1,1,1,110,190,2,2
r_1892_3,19,3,170,170,2,2,2,2,200,200,2,2
r_1892_4,17,6,30,110,1,2,2,1,220,50,2,1
r_1892_5,11,9,90,190,2,2,2,1,200,200,2,1
r_1892_6,15,14,110,130,2,2,2,2,200,200,2,2
r_1892_7,7,0,30,130,1,2,2,2,220,50,2,2
r_1892_8,21,10,150,70,2,1,1,2,50,180,2,1
r_1892_9,12,5,190,30,2,1,1,2,50,220,2,1
r_1892_10,1,4,10,170,1,2,2,1,240,50,2,1
r_1893_0,13,16,70,150,1,2,2,1,180,50,2,1
r_1893_1,6,0,190,130,2,2,2,2,200,200,2,2
r_1893_2,2,9,70,30,1,1,1,1,130,170,2,2
r_1893_3,11,18,110,90,2,1,2,2,50,160,1,1
r_1893_4,14,3,190,110,2,2,2,2,200,200,2,2
r_1893_5,15,7,130,90,2,2,2,2,200,200,2,2
r_1893_6,20,1,130,150,2,2,2,1,200,200,2,1
r_1893_7,10,4,70,30,1,1,2,2,130,170,1,1
r_1893_8,17,21,170,190,2,2,2,2,200,200,2,2
r_1893_9,5,8,10,150,1,2,2,1,240,50,2,1
r_1893_10,19,12,10,10,1,1,1,1,190,190,2,2
r_1894_0,8,19,150,150,2,2,2,2,200,200,2,2
r_1894_1,16,14,90,150,1,2,2,2,160,50,2,2
r_1894_2,20,10,170,10,2,1,1,2,50,240,2,1
r_1894_3,13,15,190,130,2,2,2,2,200,200,2,2
r_1894_4,18,12,10,70,1,2,1,1,240,50,1,1
r_1894_5,0,1,10,70,1,2,2,2,240,50,2,2
r_1894_6,9,7,190,130,2,2,2,2,200,200,2,2
r_1894_7,11,3,30,50,1,2,2,1,220,50,2,1
r_1894_8,6,17,110,130,2,2,2,2,200,200,2,2
r_1894_9,5,21,110,110,2,1,2,2,50,140,1,1
r_1894_10,4,2,50,190,2,2,2,1,200,200,2,1
r_1895_0,6,1,150,10,2,1,1,2,50,240,2,1
r_1895_1,9,7,30,170,1,2,2,2,220,50,2,2
r_1895_2,12,21,110,130,2,2,2,2,200,200,2,2
r_1895_3,5,19,50,190,2,2,2,1,200,200,2,1
r_1895_4,16,8,90,90,1,1,1,1,110,110,2,2
r_1895_5,14,4,30,50,1,2,1,2,220,50,1,2
r_1895_6,10,13,170,90,2,1,1,2,50,160,2,1
r_1895_7,15,20,30,50,1,1,1,1,170,150,2,2
r_1895_8,18,17,90,10,1,1,1,2,110,190,2,1
r_1895_9,2,3,10,30,1,1,1,1,190,170,2,2
r_1895_10,11,0,90,30,2,2,1,2,200,200,1,2
r_1896_0,18,1,130,90,2,1,1,1,50,160,2,2
r_1896_1,13,11,150,170,2,2,2,2,200,200,2,2
r_1896_2,15,0,130,110,2,2,2,2,200,200,2,2
r_1896_3,20,19,10,190,1,2,2,1,240,50,2,1
r_1896_4,4,12,30,70,1,2,2,1,220,50,2,1
r_1896_5,6,2,30,110,2,2,2,1,200,200,2,1
r_1896_6,14,21,50,90,1,1,2,1,150,110,1,2
r_1896_7,3,10,90,70,2,1,2,1,50,180,1,2
r_1896_8,17,7,150,30,2,1,1,2,50,220,2,1
r_1896_9,8,9,170,50,2,1,1,2,50,200,2,1
r_1896_10,5,16,10,30,1,1,1,1,190,170,2,2
r_1897_0,9,11,30,90,1,2,1,1,220,50,1,1
r_1897_1,4,20,130,10,1,1,1,2,70,190,2,1
r_1897_2,7,3,150,90,2,2,2,2,200,200,2,2
r_1897_3,6,10,130,70,2,1,2,2,50,180,1,1
r_1897_4,13,1,150,50,2,1,1,2,50,200,2,1
r_1897_5,5,15,70,90,2,2,2,2,200,200,2,2
r_1897_6,12,2,90,70,2,1,2,2,50,180,1,1
r_1897_7,19,17,10,190,1,2,2,1,240,50,2,1
r_1897_8,14,18,50,70,1,1,2,1,150,130,1,2
r_1897_9,8,16,50,190,1,2,2,1,200,50,2,1
r_1897_10,21,0,70,50,1,2,1,2,180,50,1,2
r_1898_0,2,20,30,50,1,1,1,1,170,150,2,2
r_1898_1,16,3,170,150,2,2,2,2,200,200,2,2
r_1898_2,0,1,110,110,2,1,2,1,50,140,1,2
r_1898_3,17,8,90,90,1,1,2,1,110,110,1,2
r_1898_4,10,21,70,170,1,2,2,1,180,50,2,1
r_1898_5,9,15,110,130,2,2,2,2,200,200,2,2
r_1898_6,19,4,70,30,2,1,1,2,50,220,2,1
r_1898_7,14,11,150,110,2,2,2,2,200,200,2,2
r_1898_8,5,13,30,110,1,2,2,1,220,50,2,1
r_1898_9,7,12,170,190,2,2,2,2,200,200,2,2
r_1898_10,18,6,90,30,1,2,1,2,160,50,1,2
r_1899_0,2,3,130,110,2,2,2,2,200,200,2,2
r_1899_1,10,12,50,50,1,1,1,1,150,150,2,2
r_1899_2,1,9,130,70,1,1,2,2,70,130,1,1
r_1899_3,18,11,10,150,1,2,2,1,240,50,2,1
r_1899_4,4,8,70,190,2,2,2,1,200,200,2,1
r_1899_5,20,21,70,50,1,1,1,1,130,150,2,2
r_1899_6,6,14,10,110,2,2,2,1,200,200,2,1
r_1899_7,13,5,10,30,1,1,1,1,190,170,2,2
r_1899_8,17,19,110,30,2,1,1,2,50,220,2,1
r_1899_9,7,16,70,90,2,1,2,1,50,160,1,2
r_1899_10,0,15,190,90,2,2,2,2,200,200,2,2
r_1900_0,7,19,70,170,2,2,2,1,200,200,2,1
r_1900_1,10,0,50,110,1,2,2,2,200,50,2,2
r_1900_2,2,5,50,70,1,2,2,2,200,50,2,2
r_1900_3,6,15,30,50,2,1,1,1,50,200,2,2
r_1900_4,11,20,130,90,2,1,2,2,50,160,1,1
r_1900_5,12,3,90,190,2,2,2,2,200,200,2,2
r_1900_6,17,9,10,30,1,1,1,1,190,170,2,2
r_1900_7,13,16,90,170,1,2,2,1,160,50,2,1
r_1900_8,8,18,70,130,1,2,2,1,180,50,2,1
r_1900_9,1,14,150,110,2,2,1,2,200,200,1,2
r_1900_10,4,21,70,170,2,2,2,1,200,200,2,1
r_1901_0,3,4,110,130,2,1,2,2,50,120,1,1
r_1901_1,14,21,170,10,2,1,1,2,50,240,2,1
r_1901_2,7,11,110,30,2,1,2,2,50,220,1,1
r_1901_3,16,9,150,90,2,1,1,2,50,160,2,1
r_1901_4,2,5,50,170,1,2,2,2,200,50,2,2
r_1901_5,8,0,190,90,2,2,1,2,200,200,1,2
r_1901_6,10,20,10,50,1,1,1,1,190,150,2,2
r_1901_7,13,15,190,50,2,1,1,2,50,200,2,1
r_1901_8,19,6,30,10,1,2,1,1,220,50,1,1
r_1901_9,12,17,150,190,2,2,2,2,200,200,2,2
r_1901_10,18,1,70,10,1,1,1,2,130,190,2,1
r_1902_0,16,15,150,170,2,2,2,2,200,200,2,2
r_1902_1,12,9,50,50,1,1,1,1,150,150,2,2
r_1902_2,2,0,10,10,1,1,1,1,190,190,2,2
r_1902_3,6,8,150,50,2,1,1,2,50,200,2,1
r_1902_4,11,21,150,110,2,1,2,2,50,140,1,1
r_1902_5,4,20,130,50,1,1,2,2,70,150,1,1
r_1902_6,13,10,110,150,2,2,2,2,200,200,2,2
r_1902_7,1,7,70,190,2,2,2,2,200,200,2,2
r_1902_8,18,19,170,190,2,2,2,2,200,200,2,2
r_1902_9,5,3,130,110,2,2,2,2,200,200,2,2
r_1902_10,17,14,30,190,1,2,2,1,220,50,2,1
r_1903_0,14,17,70,150,2,2,2,1,200,200,2,1
r_1903_1,8,13,70,170,1,2,2,1,180,50,2,1
r_1903_2,10,11,190,10,2,1,1,2,50,240,2,1
r_1903_3,19,9,130,110,2,2,2,2,200,200,2,2
r_1903_4,6,7,90,150,2,2,2,2,200,200,2,2
r_1903_5,16,2,110,110,1,2,1,2,140,50,1,2
r_1903_6,21,4,170,130,2,1,2,2,50,120,1,1
r_1903_7,12,20,10,170,1,2,2,1,240,50,2,1
r_1903_8,3,5,50,190,2,2,2,2,200,200,2,2
r_1903_9,0,15,110,90,2,2,2,2,200,200,2,2
r_1903_10,18,1,150,70,2,2,1,2,200,200,1,2
r_1904_0,19,11,30,10,1,1,1,1,170,190,2,2
r_1904_1,14,4,90,110,2,2,2,2,200,200,2,2
r_1904_2,18,21,110,130,2,2,2,2,200,200,2,2
r_1904_3,10,17,130,110,2,2,2,2,200,200,2,2
r_1904_4,13,3,190,90,2,2,2,2,200,200,2,2
r_1904_5,20,0,10,150,1,2,2,1,240,50,2,1
r_1904_6,7,6,130,90,2,2,2,2,200,200,2,2
r_1904_7,15,12,150,70,2,2,2,2,200,200,2,2
r_1904_8,8,16,150,10,2,1,1,2,50,240,2,1
r_1904_9,1,2,30,50,1,1,2,1,170,150,1,2
r_1904_10,5,9,190,190,2,2,2,2,200,200,2,2
r_1905_0,13,20,50,70,1,1,1,1,150,130,2,2
r_1905_1,8,12,70,50,1,1,1,2,130,150,2,1
r_1905_2,6,9,50,30,1,1,1,1,150,170,2,2
r_1905_3,15,5,30,170,1,2,2,1,220,50,2,1
r_1905_4,19,14,50,190,1,2,2,1,200,50,2,1
r_1905_5,3,1,10,90,1,1,2,2,190,110,1,1
r_1905_6,18,17,10,10,1,1,1,1,190,190,2,2
r_1905_7,7,4,10,170,2,2,2,1,200,200,2,1
r_1905_8,0,2,150,30,2,1,2,2,50,220,1,1
r_1905_9,21,10,170,130,2,2,2,2,200,200,2,2
r_1905_10,11,16,130,190,2,2,2,1,200,200,2,1
r_1906_0,3,16,170,110,2,1,2,2,50,140,1,1
r_1906_1,12,0,150,110,2,2,2,2,200,200,2,2
r_1906_2,20,14,10,10,1,1,1,1,190,190,2,2
r_1906_3,2,13,10,50,1,1,1,1,190,150,2,2
r_1906_4,21,5,90,170,1,2,2,2,160,50,2,2
r_1906_5,4,8,50,50,2,1,2,1,50,200,1,2
r_1906_6,17,9,150,170,2,2,2,2,200,200,2,2
r_1906_7,1,15,70,130,2,2,1,2,200,200,1,2
r_1906_8,18,6,190,10,2,2,1,2,200,200,1,2
r_1906_9,11,10,130,90,2,1,2,2,50,160,1,1
r_1906_10,19,7,130,130,2,2,2,2,200,200,2,2
r_1907_0,10,14,90,110,1,2,2,2,160,50,2,2
r_1907_1,3,5,190,110,2,2,2,2,200,200,2,2
r_1907_2,1,16,110,90,1,1,1,1,90,110,2,2
r_1907_3,12,7,30,150,1,2,2,2,220,50,2,2
r_1907_4,11,2,110,30,2,1,1,2,50,220,2,1
r_1907_5,19,15,50,190,1,2,2,1,200,50,2,1
r_1907_6,17,0,70,10,1,1,1,2,130,190,2,1
r_1907_7,9,4,190,10,2,1,1,2,50,240,2,1
r_1907_8,6,20,170,70,2,1,2,2,50,180,1,1
r_1907_9,8,13,190,70,2,1,1,2,50,180,2,1
r_1907_10,21,18,170,90,2,1,1,2,50,160,2,1
r_1908_0,2,4,170,150,2,2,2,2,200,200,2,2
r_1908_1,20,0,110,30,1,2,1,2,140,50,1,2
r_1908_2,10,21,10,90,1,1,1,1,190,110,2,2
r_1908_3,17,14,70,170,1,2,2,2,180,50,2,2
r_1908_4,8,9,150,170,2,2,2,2,200,200,2,2
r_1908_5,11,1,190,90,2,1,2,2,50,160,1,1
r_1908_6,7,12,50,190,2,2,2,1,200,200,2,1
r_1908_7,13,15,30,110,1,2,2,1,220,50,2,1
r_1908_8,19,18,150,70,2,1,1,2,50,180,2,1
r_1908_9,16,6,90,110,1,2,1,2,160,50,1,2
r_1908_10,3,5,190,110,2,2,2,2,200,200,2,2
r_1909_0,16,6,190,90,2,2,1,2,200,200,1,2
r_1909_1,14,21,90,90,2,1,2,1,50,160,1,2
r_1909_2,12,3,130,10,2,1,1,2,50,240,2,1
r_1909_3,19,8,90,30,2,1,1,1,50,220,2,2
r_1909_4,10,18,30,50,2,1,1,1,50,200,2,2
r_1909_5,9,20,70,150,1,2,2,1,180,50,2,1
r_1909_6,17,1,110,30,2,1,1,1,50,220,2,2
r_1909_7,15,5,90,150,2,2,2,2,200,200,2,2
r_1909_8,4,7,50,50,2,2,2,2,200,200,2,2
r_1909_9,2,11,150,130,2,2,2,2,200,200,2,2
r_1909_10,0,13,190,10,2,1,1,2,50,240,2,1
r_1910_0,4,8,110,110,2,2,2,2,200,200,2,2
r_1910_1,20,12,110,90,1,2,1,2,140,50,1,2
r_1910_2,2,1,190,50,2,1,1,2,50,200,2,1
r_1910_3,14,15,190,70,2,2,2,2,200,200,2,2
r_1910_4,10,16,130,130,2,1,2,1,50,120,1,2
r_1910_5,21,6,70,130,1,2,2,2,180,50,2,2
r_1910_6,17,11,90,110,1,2,2,2,160,50,2,2
r_1910_7,9,13,50,110,1,2,2,1,200,50,2,1
r_1910_8,18,3,90,50,1,2,1,2,160,50,1,2
r_1910_9,0,5,30,30,2,1,2,1,50,220,1,2
r_1910_10,19,7,50,110,1,2,2,2,200,50,2,2
r_1911_0,11,20,70,50,2,1,2,1,50,200,1,2
r_1911_1,15,9,110,70,2,1,2,2,50,180,1,1
r_1911_2,3,1,90,10,2,1,1,1,50,240,2,2
r_1911_3,14,10,30,190,1,2,2,2,220,50,2,2
r_1911_4,19,6,10,130,1,2,2,1,240,50,2,1
r_1911_5,7,4,50,10,2,1,1,2,50,240,2,1
r_1911_6,12,2,150,30,2,1,1,2,50,220,2,1
r_1911_7,13,5,110,30,2,1,1,2,50,220,2,1
r_1911_8,8,17,170,130,2,2,2,2,200,200,2,2
r_1911_9,21,18,150,190,2,2,2,2,200,200,2,2
r_1911_10,16,0,130,130,1,2,1,2,120,50,1,2
r_1912_0,1,3,10,130,1,2,1,1,240,50,1,1
r_1912_1,8,0,190,150,2,2,2,2,200,200,2,2
r_1912_2,11,14,190,90,2,2,2,2,200,200,2,2
r_1912_3,15,2,90,190,2,2,2,2,200,200,2,2
r_1912_4,18,17,30,50,1,1,1,1,170,150,2,2
r_1912_5,9,5,110,70,2,2,1,2,200,200,1,2
r_1912_6,16,19,110,150,1,2,2,2,140,50,2,2
r_1912_7,13,10,170,50,2,1,1,2,50,200,2,1
r_1912_8,21,7,70,190,1,2,2,2,180,50,2,2
r_1912_9,12,4,70,70,2,2,2,2,200,200,2,2
r_1912_10,20,6,110,190,1,2,2,2,140,50,2,2
r_1913_0,13,16,150,170,2,2,2,2,200,200,2,2
r_1913_1,19,10,130,90,2,1,2,2,50,160,1,1
r_1913_2,0,8,30,170,2,2,2,1,200,200,2,1
r_1913_3,4,1,30,10,1,1,1,2,170,190,2,1
r_1913_4,14,21,30,90,1,1,2,1,170,110,1,2
r_1913_5,11,5,190,150,2,2,2,2,200,200,2,2
r_1913_6,2,6,70,110,1,2,2,2,180,50,2,2
r_1913_7,7,18,50,150,2,2,2,1,200,200,2,1
r_1913_8,17,20,150,90,2,1,2,2,50,160,1,1
r_1913_9,15,9,150,190,2,2,2,2,200,200,2,2
r_1913_10,3,12,190,170,2,2,2,2,200,200,2,2
r_1914_0,16,13,190,10,2,1,1,2,50,240,2,1
r_1914_1,18,3,110,10,2,1,1,2,50,240,2,1
r_1914_2,5,17,10,190,1,2,2,1,240,50,2,1
r_1914_3,19,4,150,10,2,1,1,2,50,240,2,1
r_1914_4,10,8,50,50,1,1,1,1,150,150,2,2
r_1914_5,2,20,70,90,1,1,2,1,130,110,1,2
r_1914_6,12,0,50,50,1,2,1,2,200,50,1,2
r_1914_7,15,7,110,30,2,1,1,2,50,220,2,1
r_1914_8,14,6,170,50,2,1,1,2,50,200,2,1
r_1914_9,1,11,10,30,1,1,2,1,190,170,1,2
r_1914_10,9,21,30,50,1,1,1,1,170,150,2,2
r_1915_0,14,19,10,150,1,2,2,1,240,50,2,1
r_1915_1,12,7,130,190,2,2,2,2,200,200,2,2
r_1915_2,2,0,110,170,2,2,2,2,200,200,2,2
r_1915_3,5,10,110,70,2,1,2,2,50,180,1,1
r_1915_4,20,16,190,170,2,2,2,2,200,200,2,2
r_1915_5,1,18,70,170,2,2,2,1,200,200,2,1
r_1915_6,17,6,150,170,2,2,2,2,200,200,2,2
r_1915_7,13,11,30,150,1,2,2,1,220,50,2,1
r_1915_8,9,3,190,170,2,2,2,2,200,200,2,2
r_1915_9,8,4,90,130,1,1,2,2,110,70,1,1
r_1915_10,15,21,50,110,1,1,2,1,150,90,1,2
r_1916_0,18,1,190,190,2,2,2,2,200,200,2,2
r_1916_1,3,5,70,170,2,2,2,2,200,200,2,2
r_1916_2,4,20,90,190,2,2,2,1,200,200,2,1
r_1916_3,11,10,110,190,2,2,2,2,200,200,2,2
r_1916_4,9,2,30,30,1,1,1,1,170,170,2,2
r_1916_5,0,6,190,190,2,2,2,2,200,200,2,2
r_1916_6,16,19,50,110,1,2,1,1,200,50,1,1
r_1916_7,12,17,90,190,2,2,2,2,200,200,2,2
r_1916_8,21,8,170,50,2,1,1,2,50,200,2,1
r_1916_9,14,15,90,50,2,1,1,2,50,200,2,1
r_1916_10,7,13,70,170,2,2,2,1,200,200,2,1
r_1917_0,13,15,190,30,2,1,1,2,50,220,2,1
r_1917_1,6,8,150,50,2,1,1,2,50,200,2,1
r_1917_2,12,4,150,110,2,2,2,2,200,200,2,2
r_1917_3,16,10,30,170,1,2,2,2,220,50,2,2
r_1917_4,1,0,170,110,2,2,1,2,200,200,1,2
r_1917_5,2,3,110,130,2,2,2,2,200,200,2,2
r_1917_6,9,14,130,50,2,1,1,2,50,200,2,1
r_1917_7,19,7,70,190,2,2,2,2,200,200,2,2
r_1917_8,21,5,10,190,1,2,2,1,240,50,2,1
r_1917_9,18,20,190,50,2,1,1,2,50,200,2,1
r_1917_10,11,17,30,10,1,1,1,1,170,190,2,2
r_1918_0,18,5,30,190,1,2,2,1,220,50,2,1
r_1918_1,15,1,170,110,2,1,2,2,50,140,1,1
r_1918_2,8,14,190,30,2,1,1,2,50,220,2,1
r_1918_3,20,10,150,190,2,2,2,2,200,200,2,2
r_1918_4,0,9,70,10,2,1,1,1,50,240,2,2
r_1918_5,11,2,10,130,1,2,2,1,240,50,2,1
r_1918_6,13,3,10,170,1,2,2,1,240,50,2,1
r_1918_7,21,7,10,10,1,2,1,1,240,50,1,1
r_1918_8,17,4,130,190,2,2,2,1,200,200,2,1
r_1918_9,6,19,70,50,2,1,1,1,50,200,2,2
r_1918_10,12,16,30,110,1,1,2,1,170,90,1,2
r_1919_0,20,10,10,150,1,2,2,1,240,50,2,1
r_1919_1,1,13,170,130,2,2,1,2,200,200,1,2
r_1919_2,18,14,10,10,1,1,1,1,190,190,2,2
r_1919_3,15,16,50,10,1,1,1,1,150,190,2,2
r_1919_4,9,4,90,170,1,2,2,2,160,50,2,2
r_1919_5,3,11,150,130,2,2,2,2,200,200,2,2
r_1919_6,21,12,170,110,2,2,2,2,200,200,2,2
r_1919_7,6,17,150,170,2,2,2,2,200,200,2,2
r_1919_8,8,19,190,50,2,1,1,2,50,200,2,1
r_1919_9,2,5,130,190,2,2,2,2,200,200,2,2
r_1919_10,0,7,90,170,2,2,2,2,200,200,2,2
r_1920_0,1,0,10,10,1,1,2,1,190,190,1,2
r_1920_1,19,15,90,70,2,2,1,2,200,200,1,2
r_1920_2,17,20,30,90,1,1,2,1,170,110,1,2
r_1920_3,16,2,110,110,1,2,1,2,140,50,1,2
r_1920_4,11,13,170,190,2,2,2,2,200,200,2,2
r_1920_5,5,3,90,150,2,2,2,2,200,200,2,2
r_1920_6,14,12,10,130,1,2,2,1,240,50,2,1
r_1920_7,10,6,70,170,1,2,2,2,180,50,2,2
r_1920_8,4,7,110,130,2,2,1,2,200,200,1,2
r_1920_9,21,18,70,190,1,2,2,1,180,50,2,1
r_1920_10,8,9,50,190,1,2,2,1,200,50,2,1
r_1921_0,13,16,90,110,1,1,2,1,110,90,1,2
r_1921_1,17,2,150,190,2,2,2,2,200,200,2,2
r_1921_2,8,20,110,30,2,1,1,1,50,220,2,2
r_1921_3,18,6,70,170,1,2,2,2,180,50,2,2
r_1921_4,11,19,150,50,2,1,2,2,50,200,1,1
r_1921_5,7,0,190,30,2,2,2,2,200,200,2,2
r_1921_6,3,12,50,70,2,2,2,1,200,200,2,1
r_1921_7,1,10,130,170,1,2,2,2,120,50,2,2
r_1921_8,4,15,110,30,2,1,2,2,50,220,1,1
r_1921_9,14,9,110,130,2,2,2,2,200,200,2,2
r_1921_10,21,5,110,190,1,2,2,2,140,50,2,2
r_1922_0,20,21,30,150,1,2,2,1,220,50,2,1
r_1922_1,8,5,50,190,1,2,2,2,200,50,2,2
r_1922_2,16,11,130,110,1,2,1,2,120,50,1,2
r_1922_3,2,14,10,110,1,2,2,1,240,50,2,1
r_1922_4,15,19,70,170,2,2,2,1,200,200,2,1
r_1922_5,13,12,10,190,1,2,2,1,240,50,2,1
r_1922_6,7,6,190,90,2,2,2,2,200,200,2,2
r_1922_7,17,10,10,90,1,1,2,1,190,110,1,2
r_1922_8,18,3,130,30,2,1,1,2,50,220,2,1
r_1922_9,1,4,190,50,2,2,2,2,200,200,2,2
r_1922_10,9,0,30,30,1,2,1,2,220,50,1,2
r_1923_0,20,9,150,10,2,1,1,2,50,240,2,1
r_1923_1,10,7,70,90,1,2,1,2,180,50,1,2
r_1923_2,13,2,130,90,2,2,2,2,200,200,2,2
r_1923_3,0,6,190,110,2,2,2,2,200,200,2,2
r_1923_4,5,15,130,70,2,2,2,2,200,200,2,2
r_1923_5,11,14,10,90,1,2,2,1,240,50,2,1
r_1923_6,16,21,150,90,2,1,1,2,50,160,2,1
r_1923_7,3,12,70,50,2,1,2,2,50,200,1,1
r_1923_8,19,18,150,50,2,1,1,2,50,200,2,1
r_1923_9,8,1,170,30,2,1,1,2,50,220,2,1
r_1923_10,17,4,30,190,1,2,2,2,220,50,2,2
r_1924_0,5,10,70,170,2,2,2,1,200,200,2,1
r_1924_1,18,3,130,90,2,2,1,2,200,200,1,2
r_1924_2,15,16,10,70,1,1,2,1,190,130,1,2
r_1924_3,2,13,70,10,1,1,1,1,130,190,2,2
r_1924_4,1,12,70,190,2,2,2,2,200,200,2,2
r_1924_5,11,7,70,30,2,1,1,2,50,220,2,1
r_1924_6,0,8,150,190,2,2,2,2,200,200,2,2
r_1924_7,21,6,90,50,1,1,1,2,110,150,2,1
r_1924_8,19,20,90,90,2,1,2,1,50,160,1,2
