,id_1,id_2,cost_1,cost_2,action_1,action_2,prediction_1,prediction_2,payoff_1,payoff_2,correct_prediction_1,correct_prediction_2
r_1924_9,14,4,150,70,2,2,2,2,200,200,2,2
r_1924_10,9,17,190,130,2,2,2,2,200,200,2,2
r_1925_0,14,1,110,70,2,2,2,1,200,200,2,1
r_1925_1,3,19,190,170,2,2,2,2,200,200,2,2
r_1925_2,20,13,50,30,1,1,1,1,150,170,2,2
r_1925_3,16,5,110,50,1,2,1,2,140,50,1,2
r_1925_4,2,15,170,70,2,2,2,2,200,200,2,2
r_1925_5,4,11,90,70,2,2,2,2,200,200,2,2
r_1925_6,12,8,10,150,1,2,2,1,240,50,2,1
r_1925_7,18,10,130,130,2,2,2,2,200,200,2,2
r_1925_8,0,7,150,50,2,2,2,2,200,200,2,2
r_1925_9,6,9,50,130,1,2,2,1,200,50,2,1
r_1925_10,21,17,170,150,2,2,2,2,200,200,2,2
r_1926_0,14,21,50,30,1,1,1,1,150,170,2,2
r_1926_1,2,17,190,130,2,2,2,2,200,200,2,2
r_1926_2,15,13,90,150,2,2,2,2,200,200,2,2
r_1926_3,5,20,190,170,2,2,2,2,200,200,2,2
r_1926_4,12,8,170,50,2,1,1,2,50,200,2,1
r_1926_5,18,3,110,70,2,2,1,2,200,200,1,2
r_1926_6,16,10,150,50,2,1,1,2,50,200,2,1
r_1926_7,6,1,70,30,2,1,1,2,50,220,2,1
r_1926_8,19,11,30,90,1,2,2,1,220,50,2,1
r_1926_9,9,7,150,70,2,2,1,2,200,200,1,2
r_1926_10,0,4,30,30,2,1,2,2,50,220,1,1
r_1927_0,20,14,190,10,2,1,1,2,50,240,2,1
r_1927_1,15,3,130,190,2,2,2,2,200,200,2,2
r_1927_2,0,8,90,30,2,1,2,1,50,220,1,2
r_1927_3,21,2,10,130,1,2,2,1,240,50,2,1
r_1927_4,19,10,30,70,1,1,1,2,170,130,2,1
r_1927_5,1,6,10,110,1,2,1,1,240,50,1,1
r_1927_6,7,11,130,130,2,2,2,2,200,200,2,2
r_1927_7,5,16,10,90,1,1,2,1,190,110,1,2
r_1927_8,18,17,70,50,1,1,1,1,130,150,2,2
r_1927_9,12,4,190,90,2,2,2,2,200,200,2,2
r_1927_10,13,9,10,130,1,2,2,1,240,50,2,1
r_1928_0,9,18,130,150,2,2,2,2,200,200,2,2
r_1928_1,7,13,190,130,2,2,2,2,200,200,2,2
r_1928_2,1,17,70,150,2,2,2,1,200,200,2,1
r_1928_3,15,2,190,110,2,2,2,2,200,200,2,2
r_1928_4,0,21,170,190,2,2,2,2,200,200,2,2
r_1928_5,19,12,50,30,1,1,1,1,150,170,2,2
r_1928_6,4,6,30,190,1,2,2,1,220,50,2,1
r_1928_7,8,20,130,50,2,1,1,2,50,200,2,1
r_1928_8,11,10,30,190,1,2,2,2,220,50,2,2
r_1928_9,16,5,150,10,2,1,1,2,50,240,2,1
r_1928_10,3,14,70,10,2,1,1,2,50,240,2,1
r_1929_0,8,17,70,50,1,1,1,1,130,150,2,2
r_1929_1,15,2,190,170,2,2,2,2,200,200,2,2
r_1929_2,3,12,170,110,2,2,2,2,200,200,2,2
r_1929_3,13,7,190,90,2,2,2,2,200,200,2,2
r_1929_4,9,6,150,10,2,2,1,2,200,200,1,2
r_1929_5,18,0,190,70,2,2,1,2,200,200,1,2
r_1929_6,11,1,10,110,1,1,2,2,190,90,1,1
r_1929_7,21,20,130,190,2,2,2,2,200,200,2,2
r_1929_8,19,14,150,90,2,2,2,2,200,200,2,2
r_1929_9,5,10,170,170,2,2,2,2,200,200,2,2
r_1929_10,4,16,150,70,2,1,2,2,50,180,1,1
r_1930_0,19,3,10,170,1,2,2,1,240,50,2,1
r_1930_1,6,9,90,110,2,2,2,1,200,200,2,1
r_1930_2,10,8,150,150,2,2,2,2,200,200,2,2
r_1930_3,1,15,50,30,1,1,2,1,150,170,1,2
r_1930_4,2,13,30,50,1,1,1,1,170,150,2,2
r_1930_5,21,18,110,30,1,1,1,2,90,170,2,1
r_1930_6,20,11,150,70,2,2,1,2,200,200,1,2
r_1930_7,5,0,90,110,2,2,2,2,200,200,2,2
r_1930_8,12,7,70,10,2,2,1,2,200,200,1,2
r_1930_9,4,16,110,150,2,2,2,1,200,200,2,1
r_1930_10,14,17,90,70,2,1,2,2,50,180,1,1
r_1931_0,12,7,190,90,2,2,2,2,200,200,2,2
r_1931_1,19,3,110,190,2,2,2,2,200,200,2,2
r_1931_2,6,8,10,170,2,2,2,1,200,200,2,1
r_1931_3,2,21,70,170,1,2,2,1,180,50,2,1
r_1931_4,5,17,190,170,2,2,2,2,200,200,2,2
r_1931_5,15,10,150,70,2,1,2,2,50,180,1,1
r_1931_6,0,11,170,170,2,2,2,2,200,200,2,2
r_1931_7,20,18,70,110,1,2,1,1,180,50,1,1
r_1931_8,16,13,110,150,1,2,2,2,140,50,2,2
r_1931_9,4,1,50,170,2,2,2,2,200,200,2,2
r_1931_10,9,14,110,90,2,2,1,2,200,200,1,2
r_1932_0,19,18,110,90,2,1,2,2,50,160,1,1
r_1932_1,17,21,70,170,1,2,2,1,180,50,2,1
r_1932_2,4,15,190,90,2,2,2,2,200,200,2,2
r_1932_3,1,16,190,90,2,1,1,2,50,160,2,1
r_1932_4,2,5,150,130,2,2,2,2,200,200,2,2
r_1932_5,8,6,50,90,1,2,1,1,200,50,1,1
r_1932_6,10,0,70,70,1,2,1,2,180,50,1,2
r_1932_7,20,7,110,130,1,2,2,2,140,50,2,2
r_1932_8,3,14,130,190,2,2,2,2,200,200,2,2
r_1932_9,11,9,70,170,2,2,2,1,200,200,2,1
r_1932_10,13,12,30,30,1,1,1,1,170,170,2,2
r_1933_0,5,4,190,170,2,2,2,2,200,200,2,2
r_1933_1,11,9,170,130,2,2,2,2,200,200,2,2
r_1933_2,13,21,70,170,1,2,2,1,180,50,2,1
r_1933_3,17,3,30,50,1,2,1,1,220,50,1,1
r_1933_4,12,18,70,50,2,1,1,1,50,200,2,2
r_1933_5,16,8,110,190,1,2,2,2,140,50,2,2
r_1933_6,14,7,150,10,2,2,1,2,200,200,1,2
r_1933_7,20,1,130,50,2,1,1,1,50,200,2,2
r_1933_8,19,10,10,170,1,2,2,1,240,50,2,1
r_1933_9,2,6,150,50,2,1,1,2,50,200,2,1
r_1933_10,0,15,30,110,2,2,2,1,200,200,2,1
r_1934_0,7,9,50,90,2,1,2,1,50,160,1,2
r_1934_1,13,18,130,30,2,1,1,2,50,220,2,1
r_1934_2,19,10,170,90,2,1,2,2,50,160,1,1
r_1934_3,2,17,150,70,2,1,2,2,50,180,1,1
r_1934_4,0,14,110,70,2,2,2,2,200,200,2,2
r_1934_5,21,6,190,170,2,2,2,2,200,200,2,2
r_1934_6,1,20,170,170,2,2,2,2,200,200,2,2
r_1934_7,5,16,190,170,2,2,2,2,200,200,2,2
r_1934_8,8,12,90,130,1,2,2,2,160,50,2,2
r_1934_9,4,15,90,70,2,2,2,2,200,200,2,2
r_1934_10,3,11,70,70,2,2,2,2,200,200,2,2
r_1935_0,5,19,70,130,2,2,2,1,200,200,2,1
r_1935_1,0,12,30,130,2,2,2,1,200,200,2,1
r_1935_2,16,15,50,50,1,1,1,1,150,150,2,2
r_1935_3,20,6,150,90,2,2,1,2,200,200,1,2
r_1935_4,21,14,190,10,2,1,1,2,50,240,2,1
r_1935_5,2,10,150,130,2,2,2,2,200,200,2,2
r_1935_6,3,8,110,110,2,2,2,2,200,200,2,2
r_1935_7,17,9,190,170,2,2,2,2,200,200,2,2
r_1935_8,7,11,30,130,1,2,2,1,220,50,2,1
r_1935_9,13,4,50,90,1,2,2,2,200,50,2,2
r_1935_10,18,1,70,90,1,1,1,2,130,110,2,1
r_1936_0,14,16,30,130,1,1,2,1,170,70,1,2
r_1936_1,10,5,150,130,2,2,2,2,200,200,2,2
r_1936_2,17,4,190,130,2,1,2,2,50,120,1,1
r_1936_3,0,18,50,110,2,2,2,1,200,200,2,1
r_1936_4,11,2,190,130,2,2,2,2,200,200,2,2
r_1936_5,21,19,30,90,1,2,1,1,220,50,1,1
r_1936_6,9,12,170,150,2,2,2,2,200,200,2,2
r_1936_7,7,20,130,110,2,1,2,2,50,140,1,1
r_1936_8,1,3,30,130,1,2,1,1,220,50,1,1
r_1936_9,15,6,110,170,2,2,2,2,200,200,2,2
r_1936_10,8,13,150,110,2,2,2,2,200,200,2,2
r_1937_0,10,9,10,30,1,1,2,1,190,170,1,2
r_1937_1,14,8,90,50,2,1,1,1,50,200,2,2
r_1937_2,19,16,10,190,1,2,2,1,240,50,2,1
r_1937_3,0,3,50,150,2,2,2,2,200,200,2,2
r_1937_4,15,20,170,150,2,2,2,2,200,200,2,2
r_1937_5,11,21,30,30,1,1,1,1,170,170,2,2
r_1937_6,4,7,50,190,2,2,2,2,200,200,2,2
r_1937_7,2,12,110,30,2,1,1,2,50,220,2,1
r_1937_8,18,17,110,10,2,1,1,2,50,240,2,1
r_1937_9,5,13,150,30,2,1,1,2,50,220,2,1
r_1937_10,6,1,50,110,1,1,2,2,150,90,1,1
r_1938_0,17,13,170,170,2,2,2,2,200,200,2,2
r_1938_1,8,15,130,170,2,2,2,2,200,200,2,2
r_1938_2,6,18,10,190,2,2,2,1,200,200,2,1
r_1938_3,7,2,10,30,2,1,2,1,50,220,1,2
r_1938_4,21,19,90,130,1,2,2,2,160,50,2,2
r_1938_5,1,14,90,30,1,1,2,2,110,170,1,1
r_1938_6,10,11,190,70,2,2,1,2,200,200,1,2
r_1938_7,0,12,30,110,2,2,2,1,200,200,2,1
r_1938_8,4,9,110,10,2,1,1,2,50,240,2,1
r_1938_9,5,16,170,10,2,1,1,2,50,240,2,1
r_1938_10,3,20,170,110,2,1,2,2,50,140,1,1
r_1939_0,14,6,50,30,1,2,1,1,200,50,1,1
r_1939_1,18,3,70,50,1,2,1,2,180,50,1,2
r_1939_2,10,7,10,190,1,2,2,1,240,50,2,1
r_1939_3,8,5,190,170,2,2,2,2,200,200,2,2
r_1939_4,20,21,70,110,1,1,1,1,130,90,2,2
r_1939_5,12,4,70,30,2,1,1,2,50,220,2,1
r_1939_6,2,0,190,170,2,2,2,2,200,200,2,2
r_1939_7,19,11,130,10,2,1,1,2,50,240,2,1
r_1939_8,9,17,50,70,1,1,1,1,150,130,2,2
r_1939_9,1,16,190,150,2,2,2,2,200,200,2,2
r_1939_10,15,13,130,150,2,2,2,2,200,200,2,2
r_1940_0,12,21,190,30,2,1,1,2,50,220,2,1
r_1940_1,17,14,70,70,1,2,1,2,180,50,1,2
r_1940_2,2,10,110,70,2,1,2,2,50,180,1,1
r_1940_3,19,13,170,170,2,2,2,2,200,200,2,2
r_1940_4,0,11,50,110,2,2,2,2,200,200,2,2
r_1940_5,9,5,70,90,1,2,1,2,180,50,1,2
r_1940_6,4,3,110,130,2,2,1,2,200,200,1,2
r_1940_7,15,16,90,90,2,1,2,1,50,160,1,2
r_1940_8,18,8,150,150,2,2,2,2,200,200,2,2
r_1940_9,7,6,10,130,2,2,2,1,200,200,2,1
r_1940_10,20,1,130,110,2,1,1,1,50,140,2,2
r_1941_0,6,9,150,150,2,2,2,2,200,200,2,2
r_1941_1,14,15,170,150,2,2,2,2,200,200,2,2
r_1941_2,1,19,70,90,2,2,1,1,200,200,1,1
r_1941_3,3,12,90,70,2,2,2,2,200,200,2,2
r_1941_4,21,16,150,30,2,1,1,2,50,220,2,1
r_1941_5,2,20,110,70,2,1,2,1,50,180,1,2
r_1941_6,5,4,90,10,2,1,1,2,50,240,2,1
r_1941_7,13,18,190,110,2,2,2,2,200,200,2,2
r_1941_8,17,8,150,10,2,1,1,2,50,240,2,1
r_1941_9,7,10,150,130,2,2,2,2,200,200,2,2
r_1941_10,0,11,30,170,2,2,2,1,200,200,2,1
r_1942_0,17,1,90,10,1,1,1,1,110,190,2,2
r_1942_1,0,15,90,130,2,2,2,2,200,200,2,2
r_1942_2,20,2,170,10,2,1,1,2,50,240,2,1
r_1942_3,9,10,130,10,2,1,1,2,50,240,2,1
r_1942_4,5,12,190,130,2,2,2,2,200,200,2,2
r_1942_5,3,14,130,110,2,2,2,2,200,200,2,2
r_1942_6,7,18,190,90,2,1,2,2,50,160,1,1
r_1942_7,4,16,130,10,1,1,1,1,70,190,2,2
r_1942_8,11,8,150,90,2,1,2,2,50,160,1,1
r_1942_9,19,6,90,10,2,2,1,2,200,200,1,2
r_1942_10,21,13,70,110,1,2,2,1,180,50,2,1
r_1943_0,19,1,10,170,1,2,2,2,240,50,2,2
r_1943_1,3,13,170,30,2,1,1,2,50,220,2,1
r_1943_2,10,17,130,30,2,1,2,2,50,220,1,1
r_1943_3,9,20,190,10,2,1,1,2,50,240,2,1
r_1943_4,2,12,190,130,2,2,2,2,200,200,2,2
r_1943_5,14,16,50,130,1,1,2,1,150,70,1,2
r_1943_6,6,18,70,190,2,2,2,1,200,200,2,1
r_1943_7,4,8,170,50,2,1,2,2,50,200,1,1
r_1943_8,5,15,30,70,1,2,2,1,220,50,2,1
r_1943_9,11,7,130,150,2,2,2,2,200,200,2,2
r_1943_10,21,0,50,110,1,2,2,2,200,50,2,2
r_1944_0,20,13,110,10,1,1,1,2,90,190,2,1
r_1944_1,1,8,30,90,1,1,1,1,170,110,2,2
r_1944_2,14,12,190,30,2,1,1,2,50,220,2,1
r_1944_3,11,19,30,90,1,2,2,1,220,50,2,1
r_1944_4,7,16,170,90,2,1,2,2,50,160,1,1
r_1944_5,5,9,30,150,1,2,2,1,220,50,2,1
r_1944_6,0,17,150,150,2,2,2,2,200,200,2,2
r_1944_7,10,6,50,90,1,2,1,1,200,50,1,1
r_1944_8,4,2,50,170,2,2,2,1,200,200,2,1
r_1944_9,18,15,10,70,1,2,1,1,240,50,1,1
r_1944_10,21,3,10,90,1,2,1,1,240,50,1,1
r_1945_0,21,8,90,30,1,1,1,1,110,170,2,2
r_1945_1,1,7,130,190,1,2,2,2,120,50,2,2
r_1945_2,17,10,10,50,1,1,1,1,190,150,2,2
r_1945_3,14,12,190,190,2,2,2,2,200,200,2,2
r_1945_4,6,0,90,90,2,2,2,2,200,200,2,2
r_1945_5,13,20,150,10,2,1,1,2,50,240,2,1
r_1945_6,19,18,110,50,2,1,1,2,50,200,2,1
r_1945_7,9,11,110,190,2,2,2,2,200,200,2,2
r_1945_8,4,2,170,190,2,2,2,2,200,200,2,2
r_1945_9,15,16,130,190,2,2,2,1,200,200,2,1
r_1945_10,5,3,130,150,2,2,2,2,200,200,2,2
r_1946_0,12,11,150,50,2,1,1,2,50,200,2,1
r_1946_1,10,21,150,70,2,1,1,2,50,180,2,1
r_1946_2,2,15,90,170,2,2,2,2,200,200,2,2
r_1946_3,0,3,90,90,2,2,2,2,200,200,2,2
r_1946_4,18,8,90,150,1,2,2,1,160,50,2,1
r_1946_5,9,6,70,70,1,2,1,2,180,50,1,2
r_1946_6,17,20,70,110,1,1,2,1,130,90,1,2
r_1946_7,7,4,130,130,2,1,2,1,50,120,1,2
r_1946_8,14,19,30,90,1,2,2,1,220,50,2,1
r_1946_9,5,13,90,50,2,1,2,2,50,200,1,1
r_1946_10,16,1,10,170,1,2,2,2,240,50,2,2
r_1947_0,7,5,50,150,2,2,2,2,200,200,2,2
r_1947_1,21,11,50,30,1,1,1,2,150,170,2,1
r_1947_2,15,3,190,130,2,2,2,2,200,200,2,2
r_1947_3,13,16,150,190,2,2,2,2,200,200,2,2
r_1947_4,10,9,10,170,1,2,2,1,240,50,2,1
r_1947_5,17,20,50,110,1,1,2,1,150,90,1,2
r_1947_6,1,0,150,30,2,2,2,2,200,200,2,2
r_1947_7,8,12,10,50,1,1,1,1,190,150,2,2
r_1947_8,14,4,130,150,2,2,2,1,200,200,2,1
r_1947_9,19,6,150,130,2,2,2,2,200,200,2,2
r_1947_10,18,2,130,50,2,1,1,2,50,200,2,1
r_1948_0,9,18,90,10,1,1,1,1,110,190,2,2
r_1948_1,21,20,130,150,2,2,2,2,200,200,2,2
r_1948_2,13,11,150,150,2,2,2,2,200,200,2,2
r_1948_3,15,0,90,150,2,2,2,2,200,200,2,2
r_1948_4,6,17,130,150,2,2,2,2,200,200,2,2
r_1948_5,14,12,190,50,2,1,1,2,50,200,2,1
r_1948_6,8,16,190,50,2,1,1,2,50,200,2,1
r_1948_7,4,7,50,30,2,1,2,2,50,220,1,1
r_1948_8,3,2,130,50,2,1,2,2,50,200,1,1
r_1948_9,1,19,90,110,1,2,1,2,160,50,1,2
r_1948_10,5,10,90,70,2,1,2,1,50,180,1,2
r_1949_0,6,21,130,130,2,2,2,2,200,200,2,2
r_1949_1,20,19,30,30,1,1,1,1,170,170,2,2
r_1949_2,16,0,10,150,1,2,2,1,240,50,2,1
r_1949_3,18,10,90,150,1,2,2,1,160,50,2,1
r_1949_4,3,17,50,150,2,2,2,1,200,200,2,1
r_1949_5,12,7,90,150,2,2,2,2,200,200,2,2
r_1949_6,5,8,110,110,2,2,2,2,200,200,2,2
r_1949_7,2,13,90,190,2,2,2,2,200,200,2,2
r_1949_8,9,14,30,50,1,1,1,1,170,150,2,2
r_1949_9,15,11,30,30,1,1,1,1,170,170,2,2
r_1949_10,1,4,190,170,2,2,2,2,200,200,2,2
r_1950_0,21,13,50,190,1,2,2,1,200,50,2,1
r_1950_1,20,10,50,110,1,2,1,1,200,50,1,1
r_1950_2,14,6,150,130,2,2,2,2,200,200,2,2
r_1950_3,11,2,50,170,1,2,2,1,200,50,2,1
r_1950_4,19,8,90,130,2,2,2,1,200,200,2,1
r_1950_5,1,5,130,90,1,2,1,2,120,50,1,2
r_1950_6,12,4,10,10,1,1,1,1,190,190,2,2
r_1950_7,16,9,50,70,1,1,1,1,150,130,2,2
r_1950_8,7,15,30,30,1,1,2,1,170,170,1,2
r_1950_9,0,18,150,130,2,2,2,2,200,200,2,2
r_1950_10,17,3,30,70,1,2,1,1,220,50,1,1
r_1951_0,10,18,170,50,2,1,1,2,50,200,2,1
r_1951_1,14,2,150,90,2,2,2,2,200,200,2,2
r_1951_2,15,16,30,110,1,1,2,1,170,90,1,2
r_1951_3,20,1,50,170,1,2,2,2,200,50,2,2
r_1951_4,3,6,10,70,1,2,2,1,240,50,2,1
r_1951_5,19,17,30,30,1,1,1,1,170,170,2,2
r_1951_6,13,8,10,110,1,2,2,1,240,50,2,1
r_1951_7,5,7,50,190,2,2,2,2,200,200,2,2
r_1951_8,4,21,130,110,1,1,2,2,70,90,1,1
r_1951_9,12,11,10,10,1,1,1,1,190,190,2,2
r_1951_10,0,9,30,110,2,2,2,1,200,200,2,1
r_1952_0,17,9,190,30,2,1,1,2,50,220,2,1
r_1952_1,4,2,10,190,1,2,2,1,240,50,2,1
r_1952_2,8,10,150,50,2,1,1,2,50,200,2,1
r_1952_3,16,13,130,30,1,1,1,2,70,170,2,1
r_1952_4,21,7,150,90,2,2,1,2,200,200,1,2
r_1952_5,19,3,130,90,2,2,2,2,200,200,2,2
r_1952_6,14,20,50,90,1,1,2,1,150,110,1,2
r_1952_7,18,15,50,70,1,2,1,1,200,50,1,1
r_1952_8,0,12,90,170,2,2,2,2,200,200,2,2
r_1952_9,11,6,50,110,1,2,2,1,200,50,2,1
r_1952_10,1,5,190,30,2,1,2,2,50,220,1,1
r_1953_0,0,10,90,10,2,1,1,1,50,240,2,2
r_1953_1,4,12,150,50,2,1,2,2,50,200,1,1
r_1953_2,16,2,50,50,1,1,1,1,150,150,2,2
r_1953_3,15,8,190,170,2,2,2,2,200,200,2,2
r_1953_4,19,9,70,10,2,1,1,1,50,240,2,2
r_1953_5,13,17,110,70,2,1,1,2,50,180,2,1
r_1953_6,3,11,70,90,2,2,2,2,200,200,2,2
r_1953_7,20,14,70,30,1,1,1,2,130,170,2,1
r_1953_8,21,6,130,90,2,2,1,2,200,200,1,2
r_1953_9,5,18,130,170,2,2,2,2,200,200,2,2
r_1953_10,1,7,50,150,1,2,2,2,200,50,2,2
r_1954_0,2,5,150,10,2,1,1,2,50,240,2,1
r_1954_1,16,8,50,130,1,2,1,1,200,50,1,1
r_1954_2,3,6,170,190,2,2,2,2,200,200,2,2
r_1954_3,10,21,30,130,2,2,2,1,200,200,2,1
r_1954_4,0,15,30,30,2,1,2,1,50,220,1,2
r_1954_5,14,17,190,130,2,2,2,2,200,200,2,2
r_1954_6,4,1,10,150,1,2,2,2,240,50,2,2
r_1954_7,20,18,50,170,1,2,2,1,200,50,2,1
r_1954_8,11,12,30,190,1,2,2,1,220,50,2,1
r_1954_9,9,19,30,190,1,2,2,1,220,50,2,1
r_1954_10,13,7,170,30,2,1,1,2,50,220,2,1
r_1955_0,15,16,170,90,2,1,2,2,50,160,1,1
r_1955_1,10,1,190,110,2,1,2,2,50,140,1,1
r_1955_2,12,18,90,50,2,1,1,1,50,200,2,2
r_1955_3,13,14,10,130,1,2,2,1,240,50,2,1
r_1955_4,17,9,150,90,2,1,2,2,50,160,1,1
r_1955_5,2,4,70,190,1,2,2,2,180,50,2,2
r_1955_6,6,8,150,190,2,2,2,2,200,200,2,2
r_1955_7,20,3,150,110,2,2,1,2,200,200,1,2
r_1955_8,5,19,10,130,1,2,2,1,240,50,2,1
r_1955_9,0,7,70,70,2,2,2,2,200,200,2,2
r_1955_10,11,21,50,130,1,2,2,1,200,50,2,1
r_1956_0,16,6,50,130,1,2,1,1,200,50,1,1
r_1956_1,13,1,10,90,1,1,2,2,190,110,1,1
r_1956_2,7,9,190,150,2,2,2,2,200,200,2,2
r_1956_3,20,4,10,90,1,2,1,1,240,50,1,1
r_1956_4,19,0,190,150,2,2,2,2,200,200,2,2
r_1956_5,2,15,30,190,1,2,2,1,220,50,2,1
r_1956_6,11,10,190,30,2,2,1,2,200,200,1,2
r_1956_7,3,18,10,150,1,2,2,1,240,50,2,1
r_1956_8,17,5,70,130,1,2,2,2,180,50,2,2
r_1956_9,14,21,70,10,2,1,1,1,50,240,2,2
r_1956_10,12,8,70,130,2,2,2,1,200,200,2,1
r_1957_0,12,3,190,10,2,1,1,2,50,240,2,1
r_1957_1,17,20,170,30,2,1,1,2,50,220,2,1
r_1957_2,15,5,130,90,2,2,2,2,200,200,2,2
r_1957_3,18,0,150,110,2,2,2,2,200,200,2,2
r_1957_4,7,8,170,170,2,2,2,2,200,200,2,2
r_1957_5,10,6,190,190,2,2,2,2,200,200,2,2
r_1957_6,19,2,30,50,1,1,1,1,170,150,2,2
r_1957_7,16,4,170,70,2,2,1,2,200,200,1,2
r_1957_8,14,1,110,90,2,1,2,1,50,160,1,2
r_1957_9,11,9,50,130,1,2,2,1,200,50,2,1
r_1957_10,13,21,90,90,1,1,2,1,110,110,1,2
r_1958_0,20,16,190,110,2,1,1,2,50,140,2,1
r_1958_1,10,12,30,190,2,2,2,1,200,200,2,1
r_1958_2,7,14,10,190,2,2,2,1,200,200,2,1
r_1958_3,6,3,30,190,2,2,2,1,200,200,2,1
r_1958_4,21,11,150,90,2,2,1,2,200,200,1,2
r_1958_5,15,4,30,30,1,1,1,2,170,170,2,1
r_1958_6,5,19,30,190,1,2,2,1,220,50,2,1
r_1958_7,8,18,110,170,2,2,2,2,200,200,2,2
r_1958_8,1,9,170,130,2,2,1,2,200,200,1,2
r_1958_9,17,2,10,10,1,1,1,1,190,190,2,2
r_1958_10,13,0,150,130,2,2,2,2,200,200,2,2
r_1959_0,10,2,150,10,2,1,1,2,50,240,2,1
r_1959_1,14,0,110,10,2,1,1,2,50,240,2,1
r_1959_2,20,15,130,130,2,2,2,2,200,200,2,2
r_1959_3,13,4,50,50,1,2,1,2,200,50,1,2
r_1959_4,8,21,130,190,2,2,2,2,200,200,2,2
r_1959_5,12,16,190,190,2,2,2,2,200,200,2,2
r_1959_6,19,5,110,150,2,2,2,2,200,200,2,2
r_1959_7,3,7,50,150,2,2,2,2,200,200,2,2
r_1959_8,1,9,10,110,1,2,1,1,240,50,1,1
r_1959_9,18,11,130,30,2,1,1,2,50,220,2,1
r_1959_10,6,17,110,170,2,2,2,2,200,200,2,2
r_1960_0,18,11,70,150,1,2,2,2,180,50,2,2
r_1960_1,14,13,170,70,2,1,2,2,50,180,1,1
r_1960_2,19,17,50,170,1,2,2,1,200,50,2,1
r_1960_3,1,12,70,50,2,1,2,2,50,200,1,1
r_1960_4,8,7,90,10,1,2,1,2,160,50,1,2
r_1960_5,3,15,110,50,2,1,2,2,50,200,1,1
r_1960_6,21,5,90,130,1,2,2,2,160,50,2,2
r_1960_7,20,4,190,10,2,1,1,2,50,240,2,1
r_1960_8,0,2,10,110,1,2,2,1,240,50,2,1
r_1960_9,10,9,190,70,2,1,1,2,50,180,2,1
r_1960_10,6,16,70,30,2,1,1,1,50,220,2,2
r_1961_0,9,6,10,30,1,2,1,1,240,50,1,1
r_1961_1,4,0,170,150,2,2,2,2,200,200,2,2
r_1961_2,5,7,50,110,2,2,2,2,200,200,2,2
r_1961_3,12,8,110,90,2,1,2,2,50,160,1,1
r_1961_4,11,18,150,30,2,1,1,2,50,220,2,1
r_1961_5,20,19,50,30,1,1,1,1,150,170,2,2
r_1961_6,15,21,170,50,2,1,1,2,50,200,2,1
r_1961_7,1,17,10,10,1,1,2,1,190,190,1,2
r_1961_8,3,16,150,90,2,1,2,2,50,160,1,1
r_1961_9,13,14,190,150,2,2,2,2,200,200,2,2
r_1961_10,10,2,50,10,1,1,1,1,150,190,2,2
r_1962_0,20,12,130,170,2,2,2,2,200,200,2,2
r_1962_1,19,16,130,70,2,1,1,1,50,180,2,2
r_1962_2,10,14,110,30,2,1,2,2,50,220,1,1
r_1962_3,11,3,10,90,1,2,2,1,240,50,2,1
r_1962_4,18,0,70,190,1,2,2,2,180,50,2,2
r_1962_5,15,2,170,30,2,1,1,2,50,220,2,1
r_1962_6,7,5,90,150,2,2,2,2,200,200,2,2
r_1962_7,8,17,30,90,1,1,1,1,170,110,2,2
r_1962_8,1,6,110,50,1,1,2,2,90,150,1,1
r_1962_9,9,4,30,90,1,2,1,2,220,50,1,2
r_1962_10,13,21,110,50,2,1,1,2,50,200,2,1
r_1963_0,20,7,70,70,1,2,1,2,180,50,1,2
r_1963_1,4,1,130,90,1,1,2,1,70,110,1,2
r_1963_2,0,17,190,90,2,1,2,2,50,160,1,1
r_1963_3,13,16,150,70,2,1,1,2,50,180,2,1
r_1963_4,5,11,30,10,1,1,1,1,170,190,2,2
r_1963_5,9,18,190,90,2,1,1,2,50,160,2,1
r_1963_6,10,14,50,70,1,2,1,1,200,50,1,1
r_1963_7,3,8,130,190,2,2,2,2,200,200,2,2
r_1963_8,21,19,150,190,2,2,2,2,200,200,2,2
r_1963_9,6,15,190,90,2,2,2,2,200,200,2,2
r_1963_10,2,12,10,50,1,1,1,1,190,150,2,2
r_1964_0,16,12,90,110,1,2,1,2,160,50,1,2
r_1964_1,2,15,10,70,1,2,2,1,240,50,2,1
r_1964_2,6,8,150,170,2,2,2,2,200,200,2,2
r_1964_3,1,5,70,90,2,2,1,2,200,200,1,2
r_1964_4,21,9,10,90,1,1,1,1,190,110,2,2
r_1964_5,11,19,90,110,2,2,2,2,200,200,2,2
r_1964_6,4,7,10,50,1,2,2,1,240,50,2,1
r_1964_7,13,10,70,110,1,2,2,1,180,50,2,1
r_1964_8,18,20,150,30,2,1,1,2,50,220,2,1
r_1964_9,14,0,30,30,1,2,1,2,220,50,1,2
r_1964_10,17,3,10,190,1,2,2,1,240,50,2,1
r_1965_0,3,0,10,150,1,2,2,1,240,50,2,1
r_1965_1,14,7,190,150,2,2,2,2,200,200,2,2
r_1965_2,11,19,190,170,2,2,2,2,200,200,2,2
r_1965_3,12,17,130,170,2,2,2,2,200,200,2,2
r_1965_4,20,4,90,90,1,2,1,2,160,50,1,2
r_1965_5,18,16,190,190,2,2,2,2,200,200,2,2
r_1965_6,9,8,10,30,1,1,1,1,190,170,2,2
