,id_1,id_2,cost_1,cost_2,message_1,message_2,action_1,action_2,prediction_1,prediction_2,payoff_1,payoff_2,correct_prediction_1,correct_prediction_2
r_591_1,7,15,190,30,2,1,2,1,1,2,50,220,2,2
r_591_2,3,18,110,130,2,2,2,2,1,2,200,200,1,2
r_591_3,14,4,50,10,2,1,2,2,2,1,200,200,2,1
r_591_4,12,20,50,150,2,2,2,2,2,1,200,200,2,1
r_591_5,17,10,10,130,1,2,1,1,1,1,190,70,2,2
r_591_6,6,13,170,50,2,1,2,2,2,2,200,200,2,2
r_591_7,9,0,30,90,2,2,1,2,1,2,220,50,1,1
r_591_8,2,21,130,70,2,2,2,2,1,2,200,200,1,2
r_591_9,5,11,10,10,1,2,1,1,1,1,190,190,2,2
r_591_10,19,16,50,70,1,2,2,1,2,1,50,180,1,1
r_592_0,16,6,110,190,2,2,2,2,2,1,200,200,2,1
r_592_1,1,20,110,70,2,2,2,2,2,2,200,200,2,2
r_592_2,10,7,110,150,2,2,2,2,2,1,200,200,2,1
r_592_3,11,15,110,90,1,1,2,1,1,1,50,160,2,1
r_592_4,3,8,70,170,1,2,1,2,2,1,180,50,2,2
r_592_5,18,19,130,110,2,2,2,2,2,1,200,200,2,1
r_592_6,9,2,190,110,2,2,2,2,1,2,200,200,1,2
r_592_7,0,14,190,150,2,2,2,2,2,2,200,200,2,2
r_592_8,5,13,150,50,2,1,2,2,1,2,200,200,1,2
r_592_9,21,17,150,110,2,2,2,2,2,2,200,200,2,2
r_592_10,12,4,130,110,2,2,2,2,2,2,200,200,2,2
r_593_0,6,13,50,90,1,1,1,1,1,1,150,110,2,2
r_593_1,5,10,90,130,2,2,2,2,1,1,200,200,1,1
r_593_2,19,14,150,190,2,2,2,2,2,2,200,200,2,2
r_593_3,4,3,30,130,1,2,1,2,2,1,220,50,2,2
r_593_4,9,0,90,190,2,2,2,2,2,2,200,200,2,2
r_593_5,18,1,110,110,2,2,2,2,2,2,200,200,2,2
r_593_6,15,2,90,150,1,2,2,2,2,1,200,200,2,1
r_593_7,7,11,10,50,1,1,1,1,1,2,190,150,2,1
r_593_8,21,8,170,90,2,1,2,2,2,2,200,200,2,2
r_593_9,16,20,10,10,2,2,1,1,1,1,190,190,2,2
r_593_10,12,17,130,130,2,2,2,2,1,2,200,200,1,2
r_594_0,19,4,30,70,1,2,2,1,2,1,50,180,1,1
r_594_1,18,3,150,170,2,2,2,2,2,2,200,200,2,2
r_594_2,6,5,110,190,2,2,2,2,2,1,200,200,2,1
r_594_3,13,10,130,190,2,2,2,2,2,1,200,200,2,1
r_594_4,12,17,50,130,2,2,2,2,1,1,200,200,1,1
r_594_5,21,0,170,150,2,2,2,2,2,2,200,200,2,2
r_594_6,11,14,70,50,2,2,2,2,1,2,200,200,1,2
r_594_7,15,7,110,170,1,2,2,2,2,1,200,200,2,1
r_594_8,2,8,90,10,2,1,1,1,1,1,110,190,2,2
r_594_9,1,16,50,90,1,2,2,2,2,1,200,200,2,1
r_594_10,20,9,70,10,2,2,2,1,1,1,50,240,2,1
r_595_0,17,20,50,190,2,2,1,2,2,1,200,50,2,2
r_595_1,1,18,190,110,2,2,2,2,2,2,200,200,2,2
r_595_2,15,21,150,90,2,2,2,2,1,2,200,200,1,2
r_595_3,9,5,90,170,2,2,2,2,2,1,200,200,2,1
r_595_4,19,13,190,130,2,2,2,2,1,2,200,200,1,2
r_595_5,10,12,70,190,2,2,2,2,2,1,200,200,2,1
r_595_6,0,8,130,110,2,2,2,2,2,1,200,200,2,1
r_595_7,3,6,10,170,1,2,1,2,2,1,240,50,2,2
r_595_8,7,2,110,190,2,2,2,2,2,1,200,200,2,1
r_595_9,14,16,110,70,2,2,2,2,2,1,200,200,2,1
r_595_10,11,4,150,170,2,2,2,2,2,2,200,200,2,2
r_596_0,1,11,110,110,2,1,2,2,2,2,200,200,2,2
r_596_1,8,20,70,190,1,2,1,2,2,2,180,50,2,1
r_596_2,4,13,90,10,2,1,1,1,1,1,110,190,2,2
r_596_3,0,17,110,70,2,2,2,2,2,2,200,200,2,2
r_596_4,21,10,50,190,2,2,2,2,2,1,200,200,2,1
r_596_5,2,16,170,190,2,2,2,2,2,2,200,200,2,2
r_596_6,15,3,30,130,1,2,1,1,1,1,170,70,2,2
r_596_7,7,14,130,190,2,2,2,2,2,2,200,200,2,2
r_596_8,5,18,90,110,2,2,2,2,1,2,200,200,1,2
r_596_9,12,9,150,10,2,2,2,1,1,2,50,240,2,2
r_596_10,19,6,190,130,2,2,2,2,1,2,200,200,1,2
r_597_0,16,15,190,110,2,1,2,2,1,2,200,200,1,2
r_597_1,8,11,150,30,2,1,2,1,1,2,50,220,2,2
r_597_2,5,1,130,10,2,2,2,1,1,2,50,240,2,2
r_597_3,6,13,130,70,2,2,2,2,1,1,200,200,1,1
r_597_4,4,10,90,70,2,2,2,1,1,1,50,180,2,1
r_597_5,3,14,10,130,1,2,1,2,2,2,240,50,2,1
r_597_6,9,0,30,10,2,2,1,1,2,2,170,190,1,1
r_597_7,7,2,70,130,2,2,1,2,1,1,180,50,1,2
r_597_8,18,21,150,170,2,2,2,2,2,2,200,200,2,2
r_597_9,20,19,70,50,2,1,1,1,1,2,130,150,2,1
r_597_10,12,17,90,70,2,2,2,2,1,1,200,200,1,1
r_598_0,4,1,10,90,1,2,1,1,1,2,190,110,2,1
r_598_1,18,2,190,10,2,1,2,2,1,2,200,200,1,2
r_598_2,5,0,50,90,1,2,2,1,1,2,50,160,2,2
r_598_3,7,15,190,130,2,1,2,2,1,2,200,200,1,2
r_598_4,3,9,50,10,1,2,1,1,1,1,150,190,2,2
r_598_5,16,12,190,30,2,2,2,1,1,2,50,220,2,2
r_598_6,8,14,130,10,2,2,2,1,1,2,50,240,2,2
r_598_7,17,11,170,50,2,1,2,1,1,2,50,200,2,2
r_598_8,19,6,90,90,1,2,2,1,1,1,50,160,2,1
r_598_9,20,13,50,130,2,2,1,2,2,1,200,50,2,2
r_598_10,10,21,170,110,2,2,2,2,1,2,200,200,1,2
r_599_0,14,17,50,10,2,1,2,2,2,1,200,200,2,1
r_599_1,18,4,30,170,2,2,2,2,2,1,200,200,2,1
r_599_2,13,3,30,190,1,2,1,2,2,1,220,50,2,2
r_599_3,12,7,70,170,2,2,2,2,2,1,200,200,2,1
r_599_4,19,10,190,30,2,2,2,2,2,2,200,200,2,2
r_599_5,15,6,30,190,1,2,1,2,2,1,220,50,2,2
r_599_6,8,5,70,90,1,2,1,1,1,1,130,110,2,2
r_599_7,1,20,110,190,2,2,2,2,2,2,200,200,2,2
r_599_8,16,21,130,150,2,2,2,2,2,2,200,200,2,2
r_599_9,9,0,30,150,2,2,1,2,2,2,220,50,2,1
r_599_10,11,2,150,130,2,2,2,2,1,2,200,200,1,2
r_600_0,7,9,170,50,2,2,2,1,1,2,50,200,2,2
r_600_1,12,20,50,10,2,2,2,1,1,1,50,240,2,1
r_600_2,8,14,50,130,1,2,1,1,1,2,150,70,2,1
r_600_3,16,19,90,50,2,1,1,1,1,1,110,150,2,2
r_600_4,0,13,30,90,2,1,1,2,2,1,220,50,2,2
r_600_5,21,5,10,150,2,2,2,2,2,1,200,200,2,1
r_600_6,2,4,10,110,1,2,1,1,1,1,190,90,2,2
r_600_7,15,1,130,150,1,2,2,2,2,2,200,200,2,2
r_600_8,10,18,190,170,2,2,2,2,2,2,200,200,2,2
r_600_9,17,11,170,90,2,1,2,1,1,2,50,160,2,2
r_600_10,3,6,170,90,2,2,2,1,1,1,50,160,2,1
r_601_0,15,5,10,190,1,2,1,2,2,1,240,50,2,2
r_601_1,6,3,110,50,2,1,1,2,2,2,140,50,2,1
r_601_2,16,8,150,110,2,2,2,2,1,2,200,200,1,2
r_601_3,2,18,130,50,2,2,2,1,1,2,50,200,2,2
r_601_4,13,20,130,190,2,2,2,2,2,2,200,200,2,2
r_601_5,10,0,190,150,2,2,2,2,2,2,200,200,2,2
r_601_6,1,9,70,190,2,2,2,2,2,1,200,200,2,1
r_601_7,17,11,170,70,2,2,2,1,1,2,50,180,2,2
r_601_8,19,21,70,190,1,2,2,2,2,2,200,200,2,2
r_601_9,7,4,130,30,2,1,2,1,1,2,50,220,2,2
r_601_10,14,12,50,90,2,2,2,2,2,2,200,200,2,2
r_602_0,3,4,10,90,1,2,1,1,1,1,190,110,2,2
r_602_1,11,13,30,170,1,2,2,2,2,1,200,200,2,1
r_602_2,16,8,30,170,1,2,1,2,2,1,220,50,2,2
r_602_3,9,6,110,150,2,2,2,2,2,1,200,200,2,1
r_602_4,0,21,70,110,2,2,2,2,2,2,200,200,2,2
r_602_5,12,10,90,110,2,2,2,2,2,1,200,200,2,1
r_602_6,7,5,90,150,2,2,1,2,2,1,160,50,2,2
r_602_7,1,18,30,70,1,2,2,1,1,1,50,180,2,1
r_602_8,20,19,130,190,2,2,2,2,2,1,200,200,2,1
r_602_9,14,15,110,90,2,1,2,2,2,1,200,200,2,1
r_602_10,2,17,50,30,1,2,1,1,1,1,150,170,2,2
r_603_0,0,11,50,170,2,2,2,2,2,1,200,200,2,1
r_603_1,15,9,90,30,1,2,2,1,1,1,50,220,2,1
r_603_2,7,13,10,70,1,2,1,1,1,1,190,130,2,2
r_603_3,3,4,190,30,2,1,2,1,1,2,50,220,2,2
r_603_4,18,14,30,90,2,2,2,2,2,1,200,200,2,1
r_603_5,6,2,150,70,2,1,2,2,1,2,200,200,1,2
r_603_6,1,16,110,190,2,2,2,2,2,1,200,200,2,1
r_603_7,12,5,190,170,2,2,2,2,2,2,200,200,2,2
r_603_8,10,17,190,70,2,2,2,2,1,2,200,200,1,2
r_603_9,20,19,170,50,2,1,2,1,1,2,50,200,2,2
r_603_10,21,8,190,90,2,1,2,2,2,2,200,200,2,2
r_604_0,17,10,150,170,2,2,2,2,2,2,200,200,2,2
r_604_1,19,4,90,110,1,2,2,2,2,1,200,200,2,1
r_604_2,21,7,10,70,2,2,2,2,2,1,200,200,2,1
r_604_3,12,0,190,70,2,2,2,2,1,2,200,200,1,2
r_604_4,1,2,190,130,2,2,2,2,2,2,200,200,2,2
r_604_5,14,5,90,150,2,2,2,2,2,1,200,200,2,1
r_604_6,6,3,90,130,2,2,2,2,1,1,200,200,1,1
r_604_7,13,20,90,170,1,2,2,2,2,2,200,200,2,2
r_604_8,18,8,50,70,2,1,2,2,2,1,200,200,2,1
r_604_9,9,15,30,50,2,2,1,2,1,1,220,50,1,2
r_604_10,16,11,190,70,2,2,2,1,2,2,50,180,1,2
r_605_0,15,3,110,30,1,1,1,1,1,2,90,170,2,1
r_605_1,7,2,170,110,2,2,2,2,1,2,200,200,1,2
r_605_2,4,6,70,150,2,2,1,2,2,1,180,50,2,2
r_605_3,9,14,30,70,2,2,1,2,1,1,220,50,1,2
r_605_4,19,10,70,70,1,2,2,1,2,1,50,180,1,1
r_605_5,5,1,130,170,2,2,2,2,2,2,200,200,2,2
r_605_6,11,21,110,70,1,2,2,1,1,2,50,180,2,2
r_605_7,13,12,70,110,2,2,2,2,1,1,200,200,1,1
r_605_8,18,17,30,50,2,2,2,2,1,1,200,200,1,1
r_605_9,20,16,110,70,2,2,2,2,2,1,200,200,2,1
r_605_10,0,8,70,130,2,2,2,2,2,1,200,200,2,1
r_606_0,3,17,130,30,2,2,2,1,1,2,50,220,2,2
r_606_1,2,15,30,70,1,2,1,1,1,1,170,130,2,2
r_606_2,10,16,70,30,2,1,1,1,1,1,130,170,2,2
r_606_3,13,21,70,50,2,2,2,1,1,2,50,200,2,2
r_606_4,5,18,10,190,1,2,1,2,2,1,240,50,2,2
r_606_5,14,19,170,10,2,1,2,2,2,2,200,200,2,2
r_606_6,6,9,70,50,2,2,2,2,2,1,200,200,2,1
r_606_7,1,4,190,70,2,2,2,2,2,2,200,200,2,2
r_606_8,20,0,130,130,2,2,2,2,2,2,200,200,2,2
r_606_9,8,7,50,10,1,1,1,1,1,1,150,190,2,2
r_606_10,11,12,110,130,1,2,2,2,2,2,200,200,2,2
r_607_0,15,14,10,50,1,2,1,1,1,2,190,150,2,1
r_607_1,5,13,190,130,2,2,2,2,1,2,200,200,1,2
r_607_2,16,21,30,10,1,2,1,1,1,2,170,190,2,1
r_607_3,20,11,170,50,2,1,2,1,1,2,50,200,2,2
r_607_4,3,6,190,90,2,2,2,1,1,2,50,160,2,2
r_607_5,19,0,70,10,1,2,2,2,1,2,200,200,1,2
r_607_6,9,18,10,150,2,2,1,2,2,1,240,50,2,2
r_607_7,4,2,110,170,2,2,2,2,2,1,200,200,2,1
r_607_8,12,17,90,110,2,2,2,2,2,1,200,200,2,1
r_607_9,1,7,170,50,2,2,2,2,1,2,200,200,1,2
r_607_10,10,8,50,150,2,2,1,2,2,1,200,50,2,2
r_608_0,6,14,130,90,2,2,2,2,1,2,200,200,1,2
r_608_1,10,0,190,70,2,2,2,2,1,2,200,200,1,2
r_608_2,13,5,150,150,2,2,2,2,1,2,200,200,1,2
r_608_3,21,12,130,30,2,2,2,2,2,1,200,200,2,1
r_608_4,11,8,30,170,1,2,2,2,2,1,200,200,2,1
r_608_5,18,4,150,190,2,2,2,2,2,2,200,200,2,2
r_608_6,3,16,70,30,1,1,1,1,1,1,130,170,2,2
r_608_7,9,15,110,10,2,1,1,1,2,1,90,190,1,2
r_608_8,2,7,10,90,1,2,1,1,1,1,190,110,2,2
r_608_9,20,17,10,70,2,2,1,2,2,1,240,50,2,2
r_608_10,19,1,70,30,1,1,1,1,1,1,130,170,2,2
r_609_0,17,20,70,130,2,2,1,2,2,2,180,50,2,1
r_609_1,11,0,30,50,1,2,2,1,1,2,50,200,2,2
r_609_2,9,12,130,30,2,2,2,1,1,1,50,220,2,1
r_609_3,5,18,30,170,1,2,1,2,2,1,220,50,2,2
r_609_4,19,15,170,170,2,2,2,2,2,2,200,200,2,2
r_609_5,4,14,190,110,2,2,2,2,2,2,200,200,2,2
r_609_6,10,21,50,150,2,2,1,2,2,2,200,50,2,1
r_609_7,7,16,190,130,2,2,2,2,1,2,200,200,1,2
r_609_8,1,2,190,190,2,2,2,2,2,2,200,200,2,2
r_609_9,3,8,10,70,1,1,1,1,1,1,190,130,2,2
r_609_10,6,13,30,150,1,2,2,2,2,1,200,200,2,1
r_610_0,17,12,10,130,1,2,1,1,1,1,190,70,2,2
r_610_1,18,0,150,10,2,2,2,2,1,2,200,200,1,2
r_610_2,20,15,130,50,2,2,2,1,1,1,50,200,2,1
r_610_3,14,13,70,10,2,1,2,2,2,1,200,200,2,1
r_610_4,2,6,170,190,2,2,2,2,2,1,200,200,2,1
r_610_5,9,1,30,50,2,1,1,2,1,1,220,50,1,2
r_610_6,4,19,90,30,2,1,1,1,1,1,110,170,2,2
r_610_7,8,11,170,170,2,2,2,2,2,2,200,200,2,2
r_610_8,3,16,110,90,2,2,2,1,1,1,50,160,2,1
r_610_9,10,5,70,10,2,1,1,1,1,1,130,190,2,2
r_610_10,21,7,130,70,2,2,2,2,2,1,200,200,2,1
r_611_0,18,21,50,150,2,2,2,2,2,2,200,200,2,2
r_611_1,16,5,10,190,2,2,1,2,2,1,240,50,2,2
r_611_2,6,1,110,170,2,2,2,2,1,2,200,200,1,2
r_611_3,0,19,50,30,2,1,2,1,2,1,50,220,1,1
r_611_4,4,14,30,90,1,2,1,1,1,1,170,110,2,2
r_611_5,2,13,70,190,1,2,2,2,2,1,200,200,2,1
r_611_6,17,10,50,190,2,2,1,2,2,1,200,50,2,2
r_611_7,8,15,50,170,1,2,1,2,2,1,200,50,2,2
r_611_8,11,7,150,70,2,2,2,2,2,2,200,200,2,2
r_611_9,20,9,10,10,2,2,1,1,1,2,190,190,2,1
r_611_10,3,12,30,50,1,2,1,1,1,1,170,150,2,2
r_612_0,21,4,190,170,2,2,2,2,2,2,200,200,2,2
r_612_1,5,18,90,110,2,2,2,2,1,2,200,200,1,2
r_612_2,0,20,90,30,2,2,2,1,2,2,50,220,1,2
r_612_3,1,13,10,130,2,2,1,2,2,1,240,50,2,2
r_612_4,19,2,30,170,1,2,2,2,2,1,200,200,2,1
r_612_5,6,3,190,190,2,2,2,2,2,2,200,200,2,2
r_612_6,8,7,110,110,2,2,2,2,1,1,200,200,1,1
r_612_7,14,11,170,110,2,1,2,2,2,2,200,200,2,2
r_612_8,15,16,150,170,2,2,2,2,2,2,200,200,2,2
r_612_9,9,12,70,190,2,2,2,2,2,1,200,200,2,1
r_612_10,10,17,170,10,2,1,2,1,1,2,50,240,2,2
r_613_0,0,13,190,190,2,2,2,2,2,2,200,200,2,2
r_613_1,19,9,10,10,1,2,2,2,1,2,200,200,1,2
r_613_2,8,10,90,190,1,2,2,2,2,1,200,200,2,1
r_613_3,14,3,70,110,2,2,2,2,2,1,200,200,2,1
r_613_4,4,7,170,10,2,1,2,1,1,2,50,240,2,2
r_613_5,18,11,10,190,2,2,2,2,2,1,200,200,2,1
r_613_6,12,17,70,90,2,2,2,2,1,1,200,200,1,1
r_613_7,2,20,170,190,2,2,2,2,2,2,200,200,2,2
r_613_8,1,6,150,150,2,2,2,2,2,1,200,200,2,1
r_613_9,15,16,110,30,1,1,1,1,1,1,90,170,2,2
r_613_10,21,5,130,190,2,2,2,2,2,1,200,200,2,1
r_614_0,11,20,30,30,1,2,2,1,1,1,50,220,2,1
r_614_1,8,2,170,30,2,1,2,1,1,2,50,220,2,2
r_614_2,14,1,150,30,2,1,2,2,1,2,200,200,1,2
r_614_3,3,5,170,90,2,2,2,1,1,2,50,160,2,2
r_614_4,15,4,170,70,2,2,2,2,1,2,200,200,1,2
r_614_5,0,12,90,130,2,2,2,2,2,1,200,200,2,1
r_614_6,21,7,90,50,2,2,2,2,2,1,200,200,2,1
r_614_7,17,18,50,110,2,2,1,2,2,1,200,50,2,2
r_614_8,9,13,10,10,2,1,1,1,2,1,190,190,1,2
r_614_9,10,16,110,130,2,2,2,2,1,1,200,200,1,1
r_614_10,6,19,50,90,1,1,1,1,1,1,150,110,2,2
r_615_0,7,11,190,30,2,1,2,1,1,2,50,220,2,2
r_615_1,18,2,90,90,2,2,2,2,2,1,200,200,2,1
r_615_2,10,8,190,130,2,2,2,2,1,2,200,200,1,2
r_615_3,5,1,110,170,2,2,2,2,2,2,200,200,2,2
r_615_4,6,12,90,190,2,2,2,2,2,1,200,200,2,1
r_615_5,15,9,130,90,1,2,2,1,1,1,50,160,2,1
r_615_6,4,14,110,70,2,2,2,1,1,2,50,180,2,2
r_615_7,17,20,150,150,2,2,2,2,2,2,200,200,2,2
r_615_8,16,13,190,170,2,2,2,2,2,2,200,200,2,2
r_615_9,21,19,90,170,2,2,2,2,2,1,200,200,2,1
r_615_10,3,0,190,110,2,2,2,2,1,2,200,200,1,2
r_616_0,6,13,190,190,2,2,2,2,2,2,200,200,2,2
r_616_1,16,15,50,10,1,1,1,1,1,1,150,190,2,2
r_616_2,12,10,10,150,2,2,1,2,2,1,240,50,2,2
r_616_3,20,17,190,50,2,2,2,1,1,2,50,200,2,2
r_616_4,19,11,170,70,2,2,2,2,1,2,200,200,1,2
r_616_5,21,3,130,30,2,1,2,2,2,2,200,200,2,2
r_616_6,4,14,70,190,2,2,1,2,2,2,180,50,2,1
r_616_7,1,18,50,150,1,2,2,2,2,1,200,200,2,1
r_616_8,8,5,10,90,1,2,1,1,1,1,190,110,2,2
r_616_9,9,7,130,30,2,2,2,1,1,1,50,220,2,1
r_616_10,2,0,190,150,2,2,2,2,2,2,200,200,2,2
r_617_0,13,17,190,150,2,2,2,2,1,2,200,200,1,2
r_617_1,15,20,50,170,2,2,1,2,2,1,200,50,2,2
r_617_2,11,0,170,110,2,2,2,2,1,2,200,200,1,2
r_617_3,3,7,190,30,2,2,2,1,1,2,50,220,2,2
r_617_4,21,10,30,10,2,2,2,2,2,1,200,200,2,1
r_617_5,6,12,90,130,2,2,2,2,1,1,200,200,1,1
r_617_6,2,1,170,30,2,1,2,1,1,1,50,220,2,1
r_617_7,14,8,170,190,2,2,2,2,2,2,200,200,2,2
r_617_8,19,18,190,30,2,2,2,2,2,2,200,200,2,2
r_617_9,4,5,170,70,2,2,2,1,1,2,50,180,2,2
r_617_10,9,16,50,50,2,1,1,2,1,1,200,50,1,2
r_618_0,11,3,170,150,2,2,2,2,2,2,200,200,2,2
r_618_1,2,18,70,170,1,2,2,2,2,2,200,200,2,2
r_618_2,1,16,50,130,1,2,2,2,2,1,200,200,2,1
r_618_3,5,8,90,110,2,2,2,2,1,1,200,200,1,1
r_618_4,14,15,170,110,2,1,2,2,2,2,200,200,2,2
r_618_5,4,17,150,90,2,2,2,2,1,2,200,200,1,2
r_618_6,10,6,90,130,2,2,2,2,1,1,200,200,1,1
r_618_7,13,12,110,150,2,2,2,2,1,2,200,200,1,2
r_618_8,19,21,10,190,1,2,2,2,2,2,200,200,2,2
r_618_9,9,0,150,170,2,2,2,2,2,2,200,200,2,2
r_618_10,20,7,190,10,2,1,2,1,1,2,50,240,2,2
r_619_0,3,5,30,170,1,2,1,2,2,1,220,50,2,2
r_619_1,10,18,90,50,2,2,2,1,1,2,50,200,2,2
r_619_2,9,14,30,30,2,2,1,1,1,1,170,170,2,2
r_619_3,6,2,10,110,1,2,1,1,1,1,190,90,2,2
r_619_4,20,1,70,170,2,2,2,2,2,2,200,200,2,2
r_619_5,8,21,70,170,1,2,1,2,2,2,180,50,2,1
r_619_6,4,12,130,70,2,2,2,1,1,1,50,180,2,1
r_619_7,11,7,70,90,2,2,2,2,1,1,200,200,1,1
r_619_8,16,15,190,150,2,2,2,2,2,2,200,200,2,2
r_619_9,19,0,190,90,2,2,2,2,1,2,200,200,1,2
r_619_10,13,17,50,90,1,2,1,1,1,1,150,110,2,2
r_620_0,13,19,110,170,2,2,2,2,2,1,200,200,2,1
r_620_1,16,10,170,130,2,2,2,2,2,2,200,200,2,2
r_620_2,15,11,50,110,2,1,1,2,1,1,200,50,1,2
r_620_3,20,6,170,90,2,2,2,2,2,1,200,200,2,1
r_620_4,2,12,130,150,2,2,2,2,2,1,200,200,2,1
r_620_5,4,3,110,30,2,1,2,1,1,2,50,220,2,2
r_620_6,18,9,90,90,2,2,2,2,2,1,200,200,2,1
r_620_7,0,17,130,110,2,2,2,2,2,2,200,200,2,2
r_620_8,1,5,170,50,2,1,2,2,1,2,200,200,1,2
r_620_9,7,21,50,130,2,2,1,2,1,2,200,50,1,1
r_620_10,14,8,90,170,2,2,2,2,2,1,200,200,2,1
r_621_0,19,2,130,130,2,2,2,2,1,1,200,200,1,1
r_621_1,3,17,190,90,2,2,2,1,1,2,50,160,2,2
r_621_2,15,4,30,110,1,2,1,1,1,1,170,90,2,2
r_621_3,11,7,150,10,2,1,2,2,1,2,200,200,1,2
r_621_4,9,5,170,90,2,2,2,2,1,2,200,200,1,2
r_621_5,14,12,170,110,2,2,2,2,2,2,200,200,2,2
r_621_6,10,18,150,90,2,2,2,2,1,2,200,200,1,2
r_621_7,6,8,30,50,1,1,1,1,1,1,170,150,2,2
r_621_8,20,13,190,10,2,1,2,1,1,2,50,240,2,2
r_621_9,16,1,70,70,2,2,1,1,2,2,130,130,1,1
r_621_10,21,0,50,150,2,2,2,2,2,2,200,200,2,2
r_622_0,0,13,90,170,2,2,2,2,2,1,200,200,2,1
r_622_1,20,12,110,50,2,2,2,1,1,2,50,200,2,2
r_622_2,8,15,130,170,2,2,2,2,2,1,200,200,2,1
r_622_3,5,16,50,170,1,2,2,2,2,1,200,200,2,1
r_622_4,7,21,30,70,2,2,1,1,1,2,170,130,2,1
r_622_5,4,14,50,150,1,2,1,2,2,2,200,50,2,1
r_622_6,1,11,30,130,1,2,2,2,2,1,200,200,2,1
r_622_7,19,6,190,70,2,2,2,2,1,2,200,200,1,2
r_622_8,17,3,110,190,2,2,2,2,2,1,200,200,2,1
r_622_9,18,10,50,170,2,2,2,2,2,1,200,200,2,1
r_622_10,9,2,90,110,2,2,2,2,1,1,200,200,1,1
r_623_0,12,15,10,70,2,2,1,2,1,1,240,50,1,2
r_623_1,4,19,30,170,1,2,1,2,2,2,220,50,2,1
r_623_2,1,10,150,150,2,2,2,2,2,2,200,200,2,2
r_623_3,9,20,10,70,2,2,1,2,1,1,240,50,1,2
r_623_4,2,11,50,130,1,2,1,1,1,1,150,70,2,2
r_623_5,21,8,70,110,2,2,2,2,2,1,200,200,2,1
r_623_6,7,0,110,70,2,2,2,1,1,2,50,180,2,2
r_623_7,14,6,170,70,2,2,2,2,2,1,200,200,2,1
r_623_8,18,13,30,70,2,2,2,2,2,1,200,200,2,1
r_623_9,3,16,90,30,1,1,1,1,1,2,110,170,2,1
r_623_10,17,5,110,90,2,2,2,1,1,1,50,160,2,1
r_624_0,20,7,50,150,2,2,1,2,2,1,200,50,2,2
r_624_1,16,14,90,150,2,2,1,2,2,2,160,50,2,1
r_624_2,19,10,170,50,2,2,2,2,2,2,200,200,2,2
r_624_3,4,17,190,130,2,2,2,2,2,2,200,200,2,2
r_624_4,3,13,130,50,2,1,2,1,1,1,50,200,2,1
r_624_5,5,9,110,170,2,2,2,2,2,1,200,200,2,1
r_624_6,2,11,70,10,1,2,2,1,1,2,50,240,2,2
r_624_7,15,1,10,90,1,2,1,1,1,2,190,110,2,1
r_624_8,6,0,110,130,2,2,2,2,1,2,200,200,1,2
r_624_9,12,18,130,130,2,2,2,2,1,2,200,200,1,2
r_624_10,21,8,130,70,2,1,2,2,2,1,200,200,2,1
r_625_0,5,6,30,50,1,1,1,1,1,1,170,150,2,2
r_625_1,15,19,170,150,2,2,2,2,2,2,200,200,2,2
r_625_2,14,16,150,110,2,2,2,2,2,2,200,200,2,2
r_625_3,9,4,90,130,2,2,2,2,1,1,200,200,1,1
r_625_4,10,2,50,90,2,2,1,2,1,1,200,50,1,2
r_625_5,18,17,170,190,2,2,2,2,2,2,200,200,2,2
r_625_6,11,21,170,90,2,2,2,2,1,2,200,200,1,2
r_625_7,13,7,170,130,2,2,2,2,1,2,200,200,1,2
r_625_8,1,12,50,110,1,2,2,2,2,2,200,200,2,2
r_625_9,8,3,170,30,2,1,2,1,1,2,50,220,2,2
r_625_10,0,20,70,130,2,2,2,2,2,2,200,200,2,2
r_626_0,1,19,190,170,2,2,2,2,2,2,200,200,2,2
r_626_1,13,15,170,90,2,1,2,2,1,2,200,200,1,2
r_626_2,18,11,10,190,2,2,2,2,2,1,200,200,2,1
r_626_3,16,4,190,50,2,1,2,1,1,2,50,200,2,2
r_626_4,7,21,70,50,2,2,1,1,1,2,130,150,2,1
r_626_5,8,20,130,50,2,2,2,1,1,2,50,200,2,2
r_626_6,3,5,130,30,2,1,2,1,1,1,50,220,2,1
r_626_7,17,14,150,50,2,2,2,1,1,2,50,200,2,2
r_626_8,12,0,150,130,2,2,2,2,1,2,200,200,1,2
r_626_9,9,2,190,30,2,1,2,1,1,2,50,220,2,2
r_626_10,10,6,150,30,2,1,2,1,1,2,50,220,2,2
r_627_0,6,13,130,110,2,2,2,2,1,1,200,200,1,1
r_627_1,17,2,50,70,2,1,1,1,1,1,150,130,2,2
r_627_2,9,8,190,90,2,1,2,2,1,2,200,200,1,2
r_627_3,12,3,10,190,2,2,1,2,2,1,240,50,2,2
r_627_4,16,5,150,70,2,2,2,1,2,2,50,180,1,2
r_627_5,20,4,170,50,2,1,2,1,1,2,50,200,2,2
r_627_6,18,10,130,190,2,2,2,2,2,1,200,200,2,1
r_627_7,0,14,30,10,2,2,1,1,1,1,170,190,2,2
r_627_8,19,21,170,150,2,2,2,2,1,2,200,200,1,2
r_627_9,7,1,10,70,1,2,1,1,1,2,190,130,2,1
r_627_10,15,11,50,130,2,2,1,2,1,1,200,50,1,2
r_628_0,18,12,190,170,2,2,2,2,2,2,200,200,2,2
r_628_1,0,16,190,50,2,1,2,2,2,2,200,200,2,2
r_628_2,14,19,150,70,2,1,2,2,2,2,200,200,2,2
